"","M0","M0.96","M2.04","M3","M6","M9","M12","M24","M36","M48","M60","M72","M84","M96","M108","M120","M180","M240","M360","M480","M600"
"2019-12-09",1.915,2.2471,2.4138,2.4427,2.569,2.5839,2.6386,2.7045,2.8412,NA,3.0028,NA,3.1585,NA,NA,3.1903,3.4865,3.5218,3.7932,3.8422,3.8775
"2019-12-10",1.815,2.2523,2.4108,2.4609,2.5608,2.5784,2.636,2.7048,2.835,NA,3.0036,NA,3.1627,NA,NA,3.1776,3.4753,3.5106,3.7834,3.8344,3.8716
"2019-12-11",1.9085,2.2501,2.4197,2.44,2.5658,2.5745,2.6104,2.7093,2.8268,NA,2.9883,NA,3.1528,NA,NA,3.1702,3.4705,3.5058,3.7787,3.8321,3.8716
"2019-12-12",1.9185,2.2505,2.4017,2.4107,2.5644,2.5697,2.6104,2.692,2.8171,NA,2.9839,NA,3.1454,NA,NA,3.1652,3.4679,3.5032,3.7784,3.8271,3.8618
"2019-12-13",1.7685,2.3365,2.3927,2.4131,2.5596,2.5698,2.6135,2.6938,2.8192,NA,2.992,NA,3.1556,NA,NA,3.1828,3.4827,3.518,3.7904,3.8355,3.8666
"2019-12-16",1.7944,2.3374,2.4001,2.4013,2.5255,2.5773,2.6233,2.7064,2.8168,NA,2.9927,NA,3.1559,NA,NA,3.1854,3.4866,3.5219,3.7956,3.8418,3.874
"2019-12-17",1.8757,2.3379,2.3998,2.4143,2.5349,2.583,2.6306,2.7004,2.8358,NA,3.0105,NA,3.1678,NA,NA,3.2133,3.5127,3.548,3.82,3.8603,3.8866
"2019-12-18",1.9585,2.3455,2.3998,2.4207,2.552,2.5793,2.6185,2.6848,2.8055,NA,3.0099,NA,3.1667,NA,NA,3.2139,3.5165,3.5518,3.8271,3.8637,3.8863
"2019-12-19",2.0734,2.3345,2.4018,2.4096,2.5137,2.5592,2.5969,2.6616,2.7945,NA,3.0002,NA,3.1523,NA,NA,3.2139,3.5131,3.5484,3.8202,3.8621,3.89
"2019-12-20",2.0329,2.2659,2.3783,2.3504,2.5099,2.51,2.5795,2.6237,2.7795,NA,2.9678,NA,3.1368,NA,NA,3.1808,3.4771,3.5124,3.7813,3.8221,3.8489
"2019-12-23",1.7759,2.2535,2.2983,2.3038,2.49,2.4901,2.5545,2.5567,2.7841,NA,2.9428,NA,3.115,NA,NA,3.1661,3.4575,3.4928,3.7569,3.8111,3.8513
"2019-12-24",1.7759,2.0674,2.2122,2.3176,2.3781,2.4018,2.5008,2.5376,2.7617,NA,2.9288,NA,3.1074,NA,NA,3.1535,3.4448,3.4801,3.744,3.795,3.832
"2019-12-25",1.7759,1.8471,2.1738,2.2015,2.3431,2.3818,2.4808,2.531,2.7685,NA,2.9236,NA,3.0929,NA,NA,3.1463,3.4346,3.4699,3.7307,3.7733,3.8019
"2019-12-26",1.6809,1.7146,2.1642,2.2002,2.2559,2.2928,2.3918,2.5059,2.7452,NA,2.8881,NA,3.0629,NA,NA,3.1137,3.4056,3.4444,3.7052,3.7454,3.7715
"2019-12-27",1.4028,1.4365,2.0728,2.0752,2.168,2.2801,2.3788,2.4927,2.7486,NA,2.8851,NA,3.0663,NA,NA,3.1292,3.4164,3.4506,3.7114,3.7607,3.796
"2019-12-30",1.2,1.2359,1.8722,2.0074,2.1268,2.2655,2.3623,2.4743,2.7514,NA,2.8872,NA,3.0645,NA,NA,3.1322,3.4225,3.4599,3.7207,3.7632,3.7918
"2019-12-31",1.2,1.2626,1.8922,2.0074,2.166,2.263,2.3631,2.4784,2.7321,NA,2.8897,NA,3.0353,NA,NA,3.1365,3.4218,3.4592,3.7149,3.7514,3.774
"2020-01-02",1.2,1.3442,1.894,2.0092,2.1097,2.3235,2.416,2.5316,2.7458,NA,2.9156,NA,3.0657,NA,NA,3.1485,3.4365,3.4739,3.7324,3.768,3.7837
"2020-01-03",1.2,1.5763,1.894,2.0067,2.0589,2.313,2.4359,2.5366,2.7595,NA,2.9353,NA,3.0753,NA,NA,3.1428,3.4307,3.4681,3.7265,3.7723,3.7983
"2020-01-06",1.3,1.6253,1.8382,2.06,2.1059,2.303,2.4121,2.5048,2.718,NA,2.9059,NA,3.0683,NA,NA,3.1352,3.4216,3.459,3.716,3.7586,3.7814
"2020-01-07",1.4202,1.6657,1.8444,2.0355,2.1046,2.303,2.4272,2.4926,2.7029,NA,2.9179,NA,3.0709,NA,NA,3.1379,3.4256,3.463,3.7213,3.7663,3.7914
"2020-01-08",1.4202,1.6401,1.7933,2.004,2.0649,2.2831,2.3,2.5038,2.6585,NA,2.902,NA,3.0569,NA,NA,3.1337,3.4189,3.4563,3.7122,3.7617,3.7914
"2020-01-09",1.4214,1.6388,1.7878,2.0002,2.1237,2.2831,2.3042,2.5122,2.6686,NA,2.8961,NA,3.0466,NA,NA,3.1184,3.4039,3.4413,3.6973,3.7494,3.7816
"2020-01-10",1.4014,1.6404,1.7878,1.9978,2.1143,2.2635,2.2744,2.5068,2.6776,NA,2.8643,NA,3.0326,NA,NA,3.0819,3.3713,3.4087,3.6686,3.7301,3.7718
"2020-01-13",1.6367,1.6404,1.8094,1.9846,2.1303,2.2518,2.2807,2.5118,2.6889,NA,2.8703,NA,3.0444,NA,NA,3.084,3.3721,3.4095,3.6682,3.7251,3.7623
"2020-01-14",1.796,1.7997,1.8873,2.0132,2.1421,2.2718,2.3009,2.5118,2.7053,NA,2.8936,NA,3.055,NA,NA,3.0994,3.3859,3.4233,3.6804,3.7349,3.7696
"2020-01-15",1.889,1.8927,1.9803,2.056,2.1893,2.2718,2.2854,2.5017,2.7033,NA,2.889,NA,3.0497,NA,NA,3.0897,3.38,3.4174,3.6783,3.7351,3.7721
"2020-01-16",1.844,2.0751,2.1185,2.15,2.2064,2.2423,2.2721,2.5094,2.7015,NA,2.8867,NA,3.0499,NA,NA,3.0918,3.3811,3.4185,3.6783,3.7351,3.7721
"2020-01-17",1.757,2.0257,2.0589,2.0953,2.2114,2.2397,2.2618,2.5115,2.7005,NA,2.8697,NA,3.0232,NA,NA,3.0832,3.372,3.4094,3.6687,3.7278,3.7671
"2020-01-19",1.648,2.0217,2.0545,2.0903,2.2064,2.2376,2.2627,2.5104,2.6683,NA,2.8699,NA,3.0219,NA,NA,3.078,3.3695,3.4069,3.6687,3.7279,3.7672
"2020-01-20",1.548,1.9831,2.0365,2.0558,2.1742,2.1911,2.2019,2.4929,2.6233,NA,2.8592,NA,2.999,NA,NA,3.0776,3.3643,3.4017,3.6588,3.718,3.7422
"2020-01-21",1.4955,1.9306,1.9965,2.0542,2.1054,2.1587,2.2058,2.4772,2.6133,NA,2.8174,NA,2.9706,NA,NA,3.0337,3.3148,3.3522,3.6036,3.6799,3.7213
"2020-01-22",1.5416,1.9232,1.9948,2.0528,2.0872,2.1362,2.181,2.4792,2.6008,NA,2.8242,NA,2.9724,NA,NA,3.0282,3.3175,3.3549,3.6146,3.6784,3.7073
"2020-01-23",1.4316,1.7996,1.8575,2.035,2.0783,2.1273,2.181,2.4793,2.5877,NA,2.7883,NA,2.9379,NA,NA,2.9932,3.28,3.3174,3.5746,3.6384,3.6673
"2020-02-03",1.6973,1.77,1.7703,1.78,1.8217,2.02,2.091,2.33,2.3978,NA,2.6269,NA,2.7776,NA,NA,2.8231,3.1203,3.1577,3.4252,3.489,3.525
"2020-02-04",1.4973,1.65,1.6932,1.7475,1.763,1.99,2.1,2.3694,2.4056,NA,2.6399,NA,2.7906,NA,NA,2.8551,3.1481,3.1855,3.4488,3.5031,3.5296
"2020-02-05",1.4973,1.6947,1.7139,1.7475,1.7667,1.9783,2.0773,2.359,2.4264,NA,2.6348,NA,2.7893,NA,NA,2.844,3.1411,3.1785,3.446,3.4977,3.5216
"2020-02-06",1.4673,1.6444,1.6937,1.7496,1.7667,1.9027,2.0593,2.3468,2.4327,NA,2.6353,NA,2.7844,NA,NA,2.8392,3.1375,3.1749,3.4437,3.4965,3.5216
"2020-02-07",1.4413,1.5684,1.6324,1.6786,1.68,1.8687,2.0525,2.3242,2.4039,NA,2.5917,NA,2.7666,NA,NA,2.8024,3.1002,3.1376,3.4059,3.4726,3.5116
"2020-02-10",1.4413,1.6084,1.6194,1.6272,1.6641,1.779,2,2.3083,2.3851,NA,2.5642,NA,2.756,NA,NA,2.7872,3.0893,3.1267,3.3993,3.4547,3.4824
"2020-02-11",1.4421,1.603,1.61,1.6263,1.684,1.7977,1.99,2.3155,2.4153,NA,2.5956,NA,2.7803,NA,NA,2.834,3.1312,3.1686,3.4363,3.4732,3.4824
"2020-02-12",1.4031,1.5477,1.6016,1.657,1.7046,1.8429,1.99,2.296,2.4223,NA,2.6067,NA,2.7887,NA,NA,2.8333,3.1321,3.1695,3.4389,3.4757,3.4849
"2020-02-13",1.3251,1.5202,1.6046,1.6325,1.7366,1.8283,1.981,2.2935,2.4218,NA,2.6076,NA,2.7867,NA,NA,2.8201,3.122,3.1594,3.432,3.4723,3.4849
"2020-02-14",1.1381,1.5081,1.5878,1.6712,1.7977,1.8432,1.9613,2.3127,2.4225,NA,2.6229,NA,2.7977,NA,NA,2.8631,3.1605,3.1979,3.4659,3.4997,3.5057
"2020-02-17",1.3071,1.6137,1.6299,1.705,1.815,1.8666,1.9358,2.3138,2.4389,NA,2.6545,NA,2.8151,NA,NA,2.8928,3.1923,3.2297,3.4998,3.5266,3.5326
"2020-02-18",1.3071,1.6042,1.6109,1.744,1.8151,1.862,1.9358,2.2897,2.4303,NA,2.6473,NA,2.8199,NA,NA,2.8664,3.1666,3.204,3.4748,3.5016,3.5326
"2020-02-19",1.3071,1.6306,1.6979,1.7535,1.7999,1.8547,1.9365,2.3008,2.4395,NA,2.6545,NA,2.8468,NA,NA,2.8776,3.1722,3.2096,3.4748,3.5016,3.5326
"2020-02-20",1.2691,1.6119,1.6596,1.7741,1.8093,1.8641,1.9459,2.3542,2.4268,NA,2.6834,NA,2.8483,NA,NA,2.8857,3.1888,3.2262,3.4999,3.5266,3.5476
"2020-02-21",1.2211,1.629,1.6683,1.7744,1.8031,1.8535,1.9309,2.3063,2.4068,NA,2.6634,NA,2.8332,NA,NA,2.847,3.1495,3.1869,3.46,3.4867,3.5077
"2020-02-24",1.2291,1.6626,1.6877,1.7795,1.8174,1.8535,1.8853,2.2708,2.3948,NA,2.6311,NA,2.8199,NA,NA,2.812,3.1175,3.1549,3.4309,3.4772,3.5177
"2020-02-25",1.2791,1.5999,1.7381,1.7715,1.8401,1.8633,1.8951,2.2892,2.3835,NA,2.6384,NA,2.82,NA,NA,2.822,3.1377,3.1853,3.4421,3.4805,3.5131
"2020-02-26",1.1761,1.6197,1.7379,1.7556,1.8488,1.8738,1.8863,2.2898,2.3835,NA,2.6283,NA,2.8196,NA,NA,2.7973,3.1334,3.1757,3.4271,3.4657,3.4985
"2020-02-27",1.3461,1.657,1.7395,1.751,1.8922,1.8926,1.9051,2.2845,2.3821,NA,2.5953,NA,2.8044,NA,NA,2.7702,3.1369,3.1659,3.404,3.4389,3.4681
"2020-02-28",1.2517,1.6774,1.739,1.7865,1.8894,1.9166,1.9291,2.2545,2.3831,NA,2.5266,NA,2.7477,NA,NA,2.7376,3.1117,3.148,3.3726,3.4282,3.4781
"2020-03-02",1.2517,1.6581,1.7,1.7825,1.8871,1.9126,1.9251,2.2545,2.3951,NA,2.5372,NA,2.7548,NA,NA,2.7428,3.125,3.1695,3.3836,3.4297,3.4701
"2020-03-03",1.2517,1.6497,1.68,1.7831,1.8671,1.9306,1.958,2.2545,2.4051,NA,2.5315,NA,2.7646,NA,NA,2.7478,3.132,3.1784,3.3846,3.4367,3.4831
"2020-03-04",1.168,1.6097,1.705,1.7534,1.8522,1.9006,1.943,2.2325,2.295,NA,2.4843,NA,2.6946,NA,NA,2.673,3.0896,3.1684,3.3425,3.4057,3.4631
"2020-03-05",1.156,1.6051,1.7194,1.7547,1.8476,1.9006,1.943,2.2275,2.2815,NA,2.4918,NA,2.6898,NA,NA,2.6829,3.0931,3.1654,3.353,3.4109,3.4631
"2020-03-06",1.156,1.5811,1.6743,1.6886,1.75,1.8706,1.913,2.185,2.2265,NA,2.4575,NA,2.6231,NA,NA,2.628,3.0422,3.1145,3.3061,3.3725,3.4331
"2020-03-09",1.194,1.6178,1.6474,1.6523,1.6903,1.8245,1.8806,2.1004,2.1465,NA,2.3606,NA,2.5158,NA,NA,2.5205,2.9079,2.9802,3.1449,3.2371,3.3236
"2020-03-10",1.6,1.6231,1.661,1.6661,1.6991,1.8645,1.9068,2.1504,2.187,NA,2.4591,NA,2.6102,NA,NA,2.613,3.0013,3.0736,3.2398,3.2943,3.3436
